100	run1	20
100	run2	13
100	run3	10
100	run4	64
100	run5	62
100	run6	43
100	run7	21
100	run8	41
100	run9	402
100	run10	17
100	run11	15
100	run12	18
100	run13	36
100	run14	382
100	run15	10
100	run16	94
100	run17	126
100	run18	711
100	run19	32
100	run20	171
100	run21	29
100	run22	98
100	run23	17
100	run24	15
100	run25	31
100	run26	32
100	run27	17
100	run28	14
100	run29	17
100	run30	15
100	run31	25
100	run32	158
100	run33	30
100	run34	13
100	run35	263
100	run36	195
100	run37	26
100	run38	20
100	run39	73
100	run40	193
100	run41	9
100	run42	20
100	run43	40
100	run44	14
100	run45	351
100	run46	14
100	run47	47
100	run48	81
100	run49	51
100	run50	19
100	run51	13
100	run52	18
100	run53	15
100	run54	109
100	run55	70
100	run56	24
100	run57	131
100	run58	89
100	run59	16
100	run60	15
100	run61	69
100	run62	70
100	run63	42
100	run64	381
100	run65	14
100	run66	18
100	run67	87
100	run68	64
100	run69	64
100	run70	194
100	run71	73
100	run72	46
100	run73	82
100	run74	21
100	run75	103
100	run76	354
100	run77	12
100	run78	50
100	run79	73
100	run80	146
100	run81	85
100	run82	29
100	run83	49
100	run84	16
100	run85	21
100	run86	139
100	run87	416
100	run88	198
100	run89	49
100	run90	301
100	run91	72
100	run92	15
100	run93	15
100	run94	17
100	run95	16
100	run96	42
100	run97	171
100	run98	65
100	run99	53
100	run100	302
300	run1	284
300	run2	25
300	run3	17
300	run4	57
300	run5	239
300	run6	18
300	run7	72
300	run8	180
300	run9	167
300	run10	243
300	run11	406
300	run12	11
300	run13	21
300	run14	23
300	run15	15
300	run16	50
300	run17	54
300	run18	61
300	run19	282
300	run20	22
300	run21	308
300	run22	16
300	run23	12
300	run24	12
300	run25	73
300	run26	15
300	run27	96
300	run28	88
300	run29	386
300	run30	43
300	run31	50
300	run32	76
300	run33	23
300	run34	16
300	run35	17
300	run36	23
300	run37	31
300	run38	33
300	run39	22
300	run40	82
300	run41	59
300	run42	38
300	run43	20
300	run44	24
300	run45	66
300	run46	19
300	run47	16
300	run48	19
300	run49	11
300	run50	21
300	run51	29
300	run52	30
300	run53	38
300	run54	19
300	run55	39
300	run56	241
300	run57	87
300	run58	200
300	run59	21
300	run60	70
300	run61	146
300	run62	232
300	run63	149
300	run64	93
300	run65	276
300	run66	19
300	run67	78
300	run68	80
300	run69	66
300	run70	67
300	run71	39
300	run72	19
300	run73	35
300	run74	14
300	run75	13
300	run76	22
300	run77	71
300	run78	22
300	run79	82
300	run80	25
300	run81	53
300	run82	17
300	run83	131
300	run84	16
300	run85	48
300	run86	48
300	run87	355
300	run88	15
300	run89	53
300	run90	67
300	run91	74
300	run92	19
300	run93	205
300	run94	107
300	run95	9
300	run96	41
300	run97	147
