: run0
8
27
37
 
: run1
6
25
50
71
74
 
: run2
12
 
: run3
7
26
31
 
: run4
11
 
: run5
18
 
: run6
13
 
: run7
9
30
34
 
: run8
17
 
: run9
7
 
: run10
 
: run11
 
: run12
 
: run13
 
: run14
 
: run15
 
: run16
 
: run17
 
: run18
 
: run19
 
: run20
 
: run21
 
: run22
 
: run23
 
: run24
 
