1e5	run1	16675
1e5	run2	17465
1e5	run3	37991
1e5	run4	2847
1e5	run5	16386
1e5	run6	19827
1e5	run7	11409
1e5	run8	9255
1e5	run9	2797
1e5	run10	5982
1e5	run11	16320
1e5	run12	62868
1e5	run13	13490
1e5	run14	28585
1e5	run15	5086
1e5	run16	7353
1e5	run17	28955
1e5	run18	24923
1e5	run19	49967
1e5	run20	11276
1e5	run21	7021
1e5	run22	55214
1e5	run23	3197
1e5	run24	6237
1e5	run25	75451
1e5	run26	2922
1e5	run27	1018
1e5	run28	4377
1e5	run29	3509
1e5	run30	241
1e5	run31	291
1e5	run32	207
1e5	run33	286
1e5	run34	984
1e5	run35	6344
1e5	run36	608
1e5	run37	5285
1e5	run38	1791
1e5	run39	1413
1e5	run40	1036
1e5	run41	788
1e5	run42	6791
1e5	run43	506
1e5	run44	1587
1e5	run45	425
1e5	run46	928
1e5	run47	3206
1e5	run48	713
1e5	run49	731
1e5	run50	592
1e5	run51	182
1e5	run52	313
1e5	run53	7284
1e5	run54	3914
1e5	run55	627
1e5	run56	5918
1e5	run57	254
1e5	run58	113
1e5	run59	3782
1e5	run60	259
1e5	run61	1467
1e5	run62	1066
1e5	run63	648
1e5	run64	1191
1e5	run65	5817
1e5	run66	3607
1e5	run67	1816
1e5	run68	228
1e5	run69	263
1e5	run70	801
1e5	run71	1280
1e5	run72	1347
1e5	run73	1117
1e5	run74	2518
1e5	run75	3910
1e5	run76	109
1e5	run77	843
1e5	run78	912
1e5	run79	342
1e5	run80	2661
1e5	run81	861
1e5	run82	950
1e5	run83	362
1e5	run84	218
1e5	run85	799
1e5	run86	976
1e5	run87	721
1e5	run88	530
1e5	run89	496
1e5	run90	396
1e5	run91	603
1e5	run92	263
1e5	run93	1191
1e5	run94	194
1e5	run95	881
1e5	run96	233
1e5	run97	3258
1e5	run98	1353
1e5	run99	1470
1e5	run100	2777
3e5	run1	64468
3e5	run2	18503
3e5	run3	3473
3e5	run4	3840
3e5	run5	20431
3e5	run6	81721
3e5	run7	14822
3e5	run8	54544
3e5	run9	3045
3e5	run10	1704
3e5	run11	6616
3e5	run12	2569
3e5	run13	30719
3e5	run14	19138
3e5	run15	21164
3e5	run16	19688
3e5	run17	39716
3e5	run18	15343
3e5	run19	2847
3e5	run20	44715
3e5	run21	16381
3e5	run22	55615
3e5	run23	17991
3e5	run24	3669
3e5	run25	14647
3e5	run26	1555
3e5	run27	224
3e5	run28	277
3e5	run29	2642
3e5	run30	170
3e5	run31	9657
3e5	run32	529
3e5	run33	1818
3e5	run34	155
3e5	run35	5329
3e5	run36	381
3e5	run37	307
3e5	run38	1725
3e5	run39	5378
3e5	run40	2489
3e5	run41	183
3e5	run42	6176
3e5	run43	1014
3e5	run44	2823
3e5	run45	299
3e5	run46	2198
3e5	run47	1233
3e5	run48	6159
3e5	run49	589
3e5	run50	2815
3e5	run51	1403
3e5	run52	3241
3e5	run53	665
3e5	run54	1421
3e5	run55	2854
3e5	run56	289
3e5	run57	3132
3e5	run58	1024
3e5	run59	11055
3e5	run60	330
3e5	run61	2056
3e5	run62	265
3e5	run63	2670
3e5	run64	1091
3e5	run65	334
3e5	run66	1762
3e5	run67	1155
3e5	run68	620
3e5	run69	731
3e5	run70	3130
3e5	run71	4123
3e5	run72	1170
3e5	run73	622
3e5	run74	3717
3e5	run75	1434
3e5	run76	252
3e5	run77	716
3e5	run78	169
3e5	run79	8510
3e5	run80	271
3e5	run81	3325
3e5	run82	678
3e5	run83	5063
3e5	run84	3310
3e5	run85	3373
3e5	run86	2420
3e5	run87	1294
3e5	run88	6620
3e5	run89	626
3e5	run90	2748
3e5	run91	367
3e5	run92	3812
3e5	run93	259
3e5	run94	3598
3e5	run95	1776
3e5	run96	1563
3e5	run97	4129
3e5	run98	3750
3e5	run99	177
3e5	run100	11609
1e6	run1	53761
1e6	run2	13502
1e6	run3	7939
1e6	run4	22357
1e6	run5	21246
1e6	run6	24210
1e6	run7	6142
1e6	run8	10967
1e6	run9	38933
1e6	run10	8589
1e6	run11	39489
1e6	run12	10145
1e6	run13	10555
1e6	run14	20956
1e6	run15	9212
1e6	run16	10396
1e6	run17	12859
1e6	run18	3352
1e6	run19	36225
1e6	run20	4574
1e6	run21	5187
1e6	run22	36158
1e6	run23	31577
1e6	run24	45112
1e6	run25	39476
1e6	run26	1154
1e6	run27	323
1e6	run28	2330
1e6	run29	433
1e6	run30	9678
1e6	run31	281
1e6	run32	1009
1e6	run33	567
1e6	run34	1999
1e6	run35	10470
1e6	run36	1961
1e6	run37	319
1e6	run38	2418
1e6	run39	2172
1e6	run40	6512
1e6	run41	1055
1e6	run42	2774
1e6	run43	4947
1e6	run44	5182
1e6	run45	578
1e6	run46	2612
1e6	run47	3208
1e6	run48	520
1e6	run49	2538
1e6	run50	224
1e6	run51	2142
1e6	run52	190
1e6	run53	596
1e6	run54	3120
1e6	run55	5189
1e6	run56	890
1e6	run57	1243
1e6	run58	409
1e6	run59	2367
1e6	run60	300
1e6	run61	351
1e6	run62	740
1e6	run63	3766
1e6	run64	227
1e6	run65	315
1e6	run66	112
1e6	run67	141
1e6	run68	3884
1e6	run69	251
1e6	run70	685
1e6	run71	365
1e6	run72	1505
1e6	run73	1577
1e6	run74	1516
1e6	run75	1964
1e6	run76	957
1e6	run77	3678
1e6	run78	8480
1e6	run79	254
1e6	run80	5478
1e6	run81	980
1e6	run82	3487
1e6	run83	5241
1e6	run84	623
1e6	run85	317
1e6	run86	735
1e6	run87	1172
1e6	run88	565
1e6	run89	1503
1e6	run90	6046
1e6	run91	157
1e6	run92	5861
1e6	run93	13419
1e6	run94	644
1e6	run95	1248
1e6	run96	1708
1e6	run97	2423
1e6	run98	4715
1e6	run99	422
1e6	run100	256
3e6	run1	8925
3e6	run2	35061
3e6	run3	31351
3e6	run4	5302
3e6	run5	49702
