layer,nr,cvs,kappas,type
2,0,-15.00000000*-4.12500000,3.20000000e+01*3.20000000e+01,node
2,1,-15.00000000*-3.37500000,3.20000000e+01*3.20000000e+01,node
2,2,-15.00000000*-2.62500000,3.20000000e+01*3.20000000e+01,node
2,3,-15.00000000*-1.87500000,3.20000000e+01*3.20000000e+01,node
2,4,-15.00000000*-0.37500000,3.20000000e+01*3.20000000e+01,node
2,5,-14.62500000*-5.62500000,3.20000000e+01*3.20000000e+01,node
2,6,-14.62500000*-5.25000000,3.20000000e+01*3.20000000e+01,node
2,7,-14.62500000*-4.87500000,3.20000000e+01*3.20000000e+01,node
2,8,-14.62500000*-4.50000000,6.40000000e+01*6.40000000e+01,node
2,9,-14.62500000*-4.12500000,3.20000000e+01*3.20000000e+01,node
2,10,-14.62500000*-3.75000000,3.20000000e+01*3.20000000e+01,node
2,11,-14.62500000*-3.37500000,3.20000000e+01*3.20000000e+01,node
2,12,-14.62500000*-3.00000000,6.40000000e+01*6.40000000e+01,node
2,13,-14.62500000*-2.62500000,3.20000000e+01*3.20000000e+01,node
2,14,-14.62500000*-2.25000000,3.20000000e+01*3.20000000e+01,node
2,15,-14.62500000*-1.87500000,3.20000000e+01*3.20000000e+01,node
2,16,-14.62500000*-1.50000000,3.20000000e+01*3.20000000e+01,node
2,17,-14.62500000*-1.12500000,3.20000000e+01*3.20000000e+01,node
2,18,-14.62500000*-0.75000000,3.20000000e+01*3.20000000e+01,node
2,19,-14.62500000*-0.37500000,1.60000000e+01*1.60000000e+01,node
2,20,-14.62500000*0.37500000,3.20000000e+01*3.20000000e+01,node
2,21,-14.62500000*0.75000000,3.20000000e+01*3.20000000e+01,node
2,22,-14.62500000*1.12500000,3.20000000e+01*3.20000000e+01,node
2,23,-14.62500000*1.87500000,6.40000000e+01*6.40000000e+01,node
2,24,-14.62500000*2.25000000,3.20000000e+01*3.20000000e+01,node
2,25,-14.62500000*2.62500000,3.20000000e+01*3.20000000e+01,node
2,26,-14.25000000*-5.62500000,3.20000000e+01*3.20000000e+01,node
2,27,-14.25000000*-4.87500000,3.20000000e+01*3.20000000e+01,node
2,28,-14.25000000*-4.12500000,3.20000000e+01*3.20000000e+01,node
2,29,-14.25000000*-3.37500000,3.20000000e+01*3.20000000e+01,node
2,30,-14.25000000*-2.62500000,3.20000000e+01*3.20000000e+01,node
2,31,-14.25000000*-1.87500000,3.20000000e+01*3.20000000e+01,node
2,32,-14.25000000*-1.12500000,1.60000000e+01*1.60000000e+01,node
2,33,-14.25000000*-0.37500000,3.20000000e+01*3.20000000e+01,node
2,34,-14.25000000*0.37500000,3.20000000e+01*3.20000000e+01,node
2,35,-14.25000000*1.12500000,3.20000000e+01*3.20000000e+01,node
2,36,-14.25000000*1.87500000,1.60000000e+01*1.60000000e+01,node
2,37,-13.87500000*-5.62500000,1.60000000e+01*1.60000000e+01,node
2,38,-13.87500000*-5.25000000,3.20000000e+01*3.20000000e+01,node
2,39,-13.87500000*-4.87500000,3.20000000e+01*3.20000000e+01,node
2,40,-13.87500000*-4.50000000,3.20000000e+01*3.20000000e+01,node
2,41,-13.87500000*-4.12500000,3.20000000e+01*3.20000000e+01,node
2,42,-13.87500000*-3.75000000,3.20000000e+01*3.20000000e+01,node
2,43,-13.87500000*-3.37500000,3.20000000e+01*3.20000000e+01,node
2,44,-13.87500000*-3.00000000,3.20000000e+01*3.20000000e+01,node
2,45,-13.87500000*-2.62500000,3.20000000e+01*3.20000000e+01,node
2,46,-13.87500000*-2.25000000,3.20000000e+01*3.20000000e+01,node
2,47,-13.87500000*-1.87500000,3.20000000e+01*3.20000000e+01,node
2,48,-13.87500000*-1.50000000,3.20000000e+01*3.20000000e+01,node
2,49,-13.87500000*-1.12500000,1.60000000e+01*1.60000000e+01,node
2,50,-13.87500000*-0.37500000,1.60000000e+01*1.60000000e+01,node
2,51,-13.87500000*0.00000000,3.20000000e+01*3.20000000e+01,node
2,52,-13.87500000*0.37500000,1.60000000e+01*1.60000000e+01,node
2,53,-13.87500000*0.75000000,3.20000000e+01*3.20000000e+01,node
2,54,-13.87500000*1.12500000,3.20000000e+01*3.20000000e+01,node
2,55,-13.87500000*1.87500000,1.60000000e+01*1.60000000e+01,node
2,56,-13.87500000*2.25000000,3.20000000e+01*3.20000000e+01,node
2,57,-13.87500000*2.62500000,1.60000000e+01*1.60000000e+01,node
2,58,-13.50000000*-5.62500000,3.20000000e+01*3.20000000e+01,node
2,59,-13.50000000*-4.87500000,3.20000000e+01*3.20000000e+01,node
2,60,-13.50000000*-4.12500000,3.20000000e+01*3.20000000e+01,node
2,61,-13.50000000*-3.37500000,3.20000000e+01*3.20000000e+01,node
2,62,-13.50000000*-1.87500000,3.20000000e+01*3.20000000e+01,node
2,63,-13.50000000*-1.12500000,3.20000000e+01*3.20000000e+01,node
2,64,-13.50000000*-0.37500000,1.60000000e+01*1.60000000e+01,node
2,65,-13.50000000*0.37500000,1.60000000e+01*1.60000000e+01,node
2,66,-13.50000000*1.12500000,3.20000000e+01*3.20000000e+01,node
2,67,-13.50000000*1.87500000,1.60000000e+01*1.60000000e+01,node
2,68,-13.50000000*2.62500000,1.60000000e+01*1.60000000e+01,node
2,69,-13.12500000*-7.12500000,1.60000000e+01*1.60000000e+01,node
2,70,-13.12500000*-6.75000000,1.60000000e+01*1.60000000e+01,node
2,71,-13.12500000*-6.37500000,3.20000000e+01*3.20000000e+01,node
2,72,-13.12500000*-6.00000000,1.60000000e+01*1.60000000e+01,node
2,73,-13.12500000*-5.62500000,3.20000000e+01*3.20000000e+01,node
2,74,-13.12500000*-5.25000000,3.20000000e+01*3.20000000e+01,node
2,75,-13.12500000*-4.87500000,3.20000000e+01*3.20000000e+01,node
2,76,-13.12500000*-4.50000000,3.20000000e+01*3.20000000e+01,node
2,77,-13.12500000*-4.12500000,3.20000000e+01*3.20000000e+01,node
2,78,-13.12500000*-3.75000000,3.20000000e+01*3.20000000e+01,node
2,79,-13.12500000*-3.37500000,3.20000000e+01*3.20000000e+01,node
2,80,-13.12500000*-3.00000000,3.20000000e+01*3.20000000e+01,node
2,81,-13.12500000*-2.62500000,3.20000000e+01*3.20000000e+01,node
2,82,-13.12500000*-2.25000000,3.20000000e+01*3.20000000e+01,node
2,83,-13.12500000*-1.87500000,3.20000000e+01*3.20000000e+01,node
2,84,-13.12500000*-1.50000000,3.20000000e+01*3.20000000e+01,node
2,85,-13.12500000*-1.12500000,3.20000000e+01*3.20000000e+01,node
2,86,-13.12500000*-0.75000000,3.20000000e+01*3.20000000e+01,node
2,87,-13.12500000*-0.37500000,6.40000000e+01*6.40000000e+01,node
2,88,-13.12500000*0.37500000,3.20000000e+01*3.20000000e+01,node
2,89,-13.12500000*0.75000000,1.60000000e+01*1.60000000e+01,node
2,90,-13.12500000*1.12500000,1.60000000e+01*1.60000000e+01,node
2,91,-13.12500000*1.50000000,1.60000000e+01*1.60000000e+01,node
2,92,-13.12500000*1.87500000,1.60000000e+01*1.60000000e+01,node
2,93,-13.12500000*2.25000000,3.20000000e+01*3.20000000e+01,node
2,94,-13.12500000*2.62500000,3.20000000e+01*3.20000000e+01,node
2,95,-13.12500000*3.00000000,3.20000000e+01*3.20000000e+01,node
2,96,-13.12500000*3.37500000,1.60000000e+01*1.60000000e+01,node
2,97,-13.12500000*3.75000000,1.60000000e+01*1.60000000e+01,node
2,98,-13.12500000*4.12500000,3.20000000e+01*3.20000000e+01,node
2,99,-13.12500000*4.87500000,3.20000000e+01*3.20000000e+01,node
2,100,-13.12500000*5.25000000,3.20000000e+01*3.20000000e+01,node
2,101,-13.12500000*5.62500000,3.20000000e+01*3.20000000e+01,node
2,102,-13.12500000*6.37500000,3.20000000e+01*3.20000000e+01,node
2,103,-13.12500000*6.75000000,1.60000000e+01*1.60000000e+01,node
2,104,-13.12500000*7.12500000,1.60000000e+01*1.60000000e+01,node
2,105,-12.75000000*-7.12500000,3.20000000e+01*3.20000000e+01,node
2,106,-12.75000000*-6.37500000,3.20000000e+01*3.20000000e+01,node
2,107,-12.75000000*-5.62500000,1.60000000e+01*1.60000000e+01,node
2,108,-12.75000000*-4.87500000,3.20000000e+01*3.20000000e+01,node
2,109,-12.75000000*-4.12500000,3.20000000e+01*3.20000000e+01,node
2,110,-12.75000000*-3.37500000,3.20000000e+01*3.20000000e+01,node
2,111,-12.75000000*-2.62500000,3.20000000e+01*3.20000000e+01,node
2,112,-12.75000000*-1.87500000,3.20000000e+01*3.20000000e+01,node
2,113,-12.75000000*-1.12500000,3.20000000e+01*3.20000000e+01,node
2,114,-12.75000000*-0.37500000,3.20000000e+01*3.20000000e+01,node
2,115,-12.75000000*0.37500000,3.20000000e+01*3.20000000e+01,node
2,116,-12.75000000*1.12500000,3.20000000e+01*3.20000000e+01,node
2,117,-12.75000000*1.87500000,3.20000000e+01*3.20000000e+01,node
2,118,-12.75000000*2.62500000,3.20000000e+01*3.20000000e+01,node
2,119,-12.75000000*3.37500000,3.20000000e+01*3.20000000e+01,node
2,120,-12.75000000*4.12500000,3.20000000e+01*3.20000000e+01,node
2,121,-12.75000000*4.87500000,6.40000000e+01*6.40000000e+01,node
2,122,-12.75000000*5.62500000,3.20000000e+01*3.20000000e+01,node
2,123,-12.75000000*6.37500000,3.20000000e+01*3.20000000e+01,node
2,124,-12.75000000*7.12500000,1.60000000e+01*1.60000000e+01,node
2,125,-12.37500000*-7.12500000,1.60000000e+01*1.60000000e+01,node
