725.000000006	1101.66735022	-24269.309122	-23986.8666891
724.999999996	1095.85364573	-24269.2668326	-23986.9018684
729.999999989	994.199484856	-24271.5939578	-23988.962415
730.000000006	992.714099389	-24271.6721421	-23989.1901498
735.000000006	893.348433667	-24273.9231067	-23991.4677544
735.000000037	895.917500261	-24273.8969844	-23991.3302706
740.000000014	801.296509775	-24275.7579052	-23993.2016022
739.999999998	800.71103738	-24276.0578164	-23993.6746543
744.999999951	710.217787583	-24277.6086055	-23995.173494
744.999999966	713.002389674	-24277.7483152	-23995.431553
750.000000001	630.680707711	-24279.0541668	-23996.5487397
750.000000035	629.211035731	-24279.0951752	-23996.6503086
755.000000059	555.967901503	-24280.3927308	-23997.8975356
755.000000027	562.211207603	-24280.1405055	-23997.6216601
760.000000044	489.62093659	-24281.4782893	-23999.2242158
760.000000022	486.10133654	-24281.2813573	-23998.6644612
765.000000075	424.653009362	-24282.4086998	-24000.0294704
765.000000032	428.529640602	-24282.2948966	-23999.8883632
770.000000036	366.104785287	-24282.8789481	-24000.2974676
769.999999912	368.867746226	-24282.9588993	-24000.5477389
775.000000034	314.058687976	-24283.5841669	-24001.1245345
775.000000011	315.46396358	-24283.4382643	-24000.9471172
780.00000002	264.741850361	-24284.0501018	-24001.6045102
780.000000053	267.109101157	-24284.0269561	-24001.6423702
784.999999944	222.456087766	-24284.0971901	-24001.5489563
785.000000022	221.381172222	-24284.1861766	-24001.6285116
789.999999999	182.003904506	-24284.3918183	-24001.8294967
790.00000002	182.433408332	-24284.2754899	-24001.7720149
795.000000048	143.713754888	-24284.4999108	-24001.9391071
795.000000021	140.316510696	-24284.2756305	-24001.906957
800.000000031	109.459746824	-24284.6816388	-24002.2445162
800.000000009	111.315967231	-24284.5115831	-24002.0695007
805.000000067	77.1785480395	-24284.2566423	-24001.7033984
804.999999976	75.4944850806	-24284.2384458	-24001.6581594
810.000000054	47.0449663713	-24284.124742	-24001.5458571
809.999999994	47.5829473899	-24284.0963864	-24001.673125
815.000000082	21.2286440115	-24283.9345879	-24001.3399926
815.000000015	21.2753185719	-24283.7525816	-24001.1861382
820.000000039	1.29306760756	-24283.5500652	-24001.0254174
820.000000004	4.3656268665	-24283.4917605	-24000.917499
825.000000037	-21.6737028841	-24283.1487301	-24000.5864167
824.999999998	-20.4346641961	-24283.2023214	-24000.6291335
830.000000004	-42.4307150411	-24282.8419829	-24000.4329766
830.000000065	-41.6897513194	-24282.7690156	-24000.4787023
834.999999995	-58.6563096506	-24282.1261306	-23999.4760082
835.00000002	-57.5613871375	-24282.2921639	-23999.8965393
839.999999985	-72.4148524268	-24281.8109238	-23999.3003517
840.000000039	-75.146222822	-24281.9010209	-23999.4571242
845.000000087	-87.6770092758	-24281.0844976	-23998.5190751
844.99999998	-87.5227302854	-24281.1418431	-23998.7598871
850.000000088	-101.546737373	-24280.5350747	-23997.9527703
849.999999971	-101.752055053	-24280.6075115	-23998.3089445
855.000000014	-112.376528568	-24279.8947992	-23997.5426081
855.000000009	-113.704173802	-24280.0020777	-23997.458558
860.0	-123.206456029	-24279.321021	-23996.7777173
860.000000041	-121.814158562	-24279.3182028	-23996.7849083
865.000000021	-131.884774164	-24278.52968	-23996.0139804
865.000000027	-131.210027879	-24278.6974274	-23996.347661
870.000000014	-138.513365889	-24278.0672318	-23995.7199597
870.000000059	-141.076082355	-24277.9869149	-23995.5863375
875.000000001	-150.78656849	-24277.0632658	-23994.4563443
874.999999961	-149.858643457	-24277.3235567	-23994.8507335
880.000000024	-153.651912274	-24276.5749446	-23994.1250119
879.999999997	-155.315329705	-24276.3373956	-23993.8277904
885.000000047	-159.802845309	-24275.6980063	-23993.1327653
885.000000018	-159.960270976	-24275.6286014	-23993.0358737
890.000000026	-163.623537688	-24275.0949443	-23992.5778979
889.999999984	-167.077641027	-24275.0851248	-23992.6794758
894.99999998	-168.023511248	-24274.2928267	-23991.7439575
894.999999945	-167.123819693	-24274.1821654	-23991.7015183
900.000000038	-175.374449622	-24273.4294902	-23990.8323203
899.999999977	-169.32082173	-24273.536867	-23991.0846381
905.000000019	-176.381854424	-24272.7980298	-23990.2556368
904.99999996	-177.240318176	-24272.7431833	-23990.3761691
910.000000043	-178.176655584	-24271.928559	-23989.3915234
910.000000075	-176.560375666	-24271.928143	-23989.4146966
915.000000018	-179.775723385	-24271.2966966	-23988.8737054
915.000000064	-180.026202082	-24271.1882631	-23988.6135673
919.999999947	-177.175815945	-24270.428451	-23987.9774934
920.000000035	-180.142442148	-24270.2997834	-23987.7291035
924.999999997	-180.646552635	-24269.7815339	-23987.3102797
924.999999993	-184.633133507	-24269.5507056	-23986.9190716
929.999999971	-180.710744424	-24268.9311753	-23986.3541936
930.000000072	-182.912091721	-24268.9523439	-23986.5278536
934.999999974	-182.35105355	-24268.0907037	-23985.6565465
935.000000009	-182.333299427	-24267.8676294	-23985.1982847
940.000000028	-181.802993884	-24267.3238732	-23984.7619564
940.000000009	-182.133027352	-24267.2323471	-23984.5923359
944.999999981	-184.834252492	-24266.4865735	-23983.8940573
945.000000023	-183.139777603	-24266.6268795	-23984.1262407
950.000000076	-180.314869748	-24265.7291657	-23983.088506
949.999999916	-180.671055978	-24265.9780065	-23983.586507
955.000000025	-181.033546244	-24264.9614172	-23982.3843635
954.999999989	-178.797160285	-24265.0425345	-23982.4763173
959.999999945	-180.579916246	-24264.1814821	-23981.6446217
960.000000044	-178.739330342	-24264.3010078	-23981.7719243
964.999999931	-177.091670971	-24263.4833602	-23980.874835
965.000000083	-176.840697494	-24263.6155813	-23980.9551001
970.000000036	-178.211925862	-24263.0075403	-23980.5620438
969.999999998	-175.814174569	-24263.0018335	-23980.5192362
974.999999985	-174.341323596	-24262.0680515	-23979.5745951
975.000000034	-175.316620119	-24262.264326	-23979.8459013
980.00000002	-171.682599173	-24261.5159618	-23978.9451958
979.999999986	-174.602772914	-24261.4957743	-23979.1595422
985.0	-171.59222534	-24260.8847847	-23978.5380266
985.000000022	-171.124013312	-24260.7940203	-23978.3539219
990.000000036	-168.708467552	-24260.2538169	-23977.7591072
990.000000004	-166.851925923	-24260.1394745	-23977.5578479
994.999999991	-165.77227082	-24259.4546162	-23976.9324233
995.000000064	-165.755139085	-24259.5418151	-23977.0679034
999.999999973	-163.376904994	-24258.7454307	-23976.1679105
1000.00000005	-164.293033835	-24258.5720523	-23975.8386109
1004.99999999	-161.828203994	-24258.0957016	-23975.6756655
1004.99999997	-164.260179812	-24258.2207608	-23975.8257954
1010.00000002	-160.770783885	-24257.2847201	-23974.6212915
1010.00000004	-156.47304042	-24257.4718915	-23974.8497287
