layer,nr,cvs,kappas,type
1,0,-21.75000000*-0.75000000,8.00000000e+00*8.00000000e+00,node
1,1,-21.00000000*-0.75000000,8.00000000e+00*8.00000000e+00,node
1,2,-20.25000000*-0.75000000,1.60000000e+01*1.60000000e+01,node
1,3,-20.25000000*0.00000000,8.00000000e+00*8.00000000e+00,node
1,4,-20.25000000*0.75000000,1.60000000e+01*1.60000000e+01,node
1,5,-18.75000000*-0.75000000,1.60000000e+01*1.60000000e+01,node
1,6,-18.75000000*0.00000000,8.00000000e+00*8.00000000e+00,node
1,7,-18.75000000*0.75000000,2.00000000e+00*2.00000000e+00,node
1,8,-18.00000000*-0.75000000,4.00000000e+00*4.00000000e+00,node
1,9,-18.00000000*0.75000000,4.00000000e+00*4.00000000e+00,node
1,10,-17.25000000*-0.75000000,4.00000000e+00*4.00000000e+00,node
1,11,-17.25000000*0.75000000,8.00000000e+00*8.00000000e+00,node
1,12,-11.25000000*-17.25000000,1.60000000e+01*1.60000000e+01,node
1,13,-11.25000000*-16.50000000,1.60000000e+01*1.60000000e+01,node
1,14,-11.25000000*-15.75000000,2.00000000e+00*2.00000000e+00,node
1,15,-11.25000000*18.75000000,4.00000000e+00*4.00000000e+00,node
1,16,-10.50000000*-17.25000000,8.00000000e+00*8.00000000e+00,node
1,17,-10.50000000*-15.75000000,3.20000000e+01*3.20000000e+01,node
1,18,-10.50000000*18.75000000,1.60000000e+01*1.60000000e+01,node
1,19,-9.75000000*-18.75000000,4.00000000e+00*4.00000000e+00,node
1,20,-9.75000000*-18.00000000,4.00000000e+00*4.00000000e+00,node
1,21,-9.75000000*-17.25000000,4.00000000e+00*4.00000000e+00,node
1,22,-9.75000000*-16.50000000,8.00000000e+00*8.00000000e+00,node
1,23,-9.75000000*-15.75000000,1.00000000e+00*1.00000000e+00,node
1,24,-9.75000000*-15.00000000,4.00000000e+00*4.00000000e+00,node
1,25,-9.75000000*-14.25000000,1.60000000e+01*1.60000000e+01,node
1,26,-9.75000000*18.75000000,4.00000000e+00*4.00000000e+00,node
1,27,-9.75000000*19.50000000,4.00000000e+00*4.00000000e+00,node
1,28,-9.75000000*20.25000000,8.00000000e+00*8.00000000e+00,node
1,29,-9.00000000*-17.25000000,1.60000000e+01*1.60000000e+01,node
1,30,-9.00000000*-15.75000000,4.00000000e+00*4.00000000e+00,node
1,31,-8.25000000*-17.25000000,8.00000000e+00*8.00000000e+00,node
1,32,-8.25000000*-15.75000000,4.00000000e+00*4.00000000e+00,node
1,33,-0.75000000*0.75000000,1.00000000e+00*1.00000000e+00,node
1,34,-0.75000000*1.50000000,1.00000000e+00*1.00000000e+00,node
1,35,-0.75000000*2.25000000,8.00000000e+00*8.00000000e+00,node
1,36,0.00000000*0.75000000,1.00000000e+00*1.00000000e+00,node
1,37,0.75000000*-0.75000000,8.00000000e+00*8.00000000e+00,node
1,38,0.75000000*0.00000000,1.00000000e+00*1.00000000e+00,node
1,39,0.75000000*0.75000000,2.00000000e+00*2.00000000e+00,node
1,40,0.75000000*1.50000000,1.00000000e+00*1.00000000e+00,node
1,41,0.75000000*2.25000000,4.00000000e+00*4.00000000e+00,node
1,42,1.50000000*0.75000000,2.00000000e+00*2.00000000e+00,node
1,43,2.25000000*0.75000000,8.00000000e+00*8.00000000e+00,node
1,44,6.75000000*18.75000000,8.00000000e+00*8.00000000e+00,node
1,45,7.50000000*18.75000000,1.60000000e+01*1.60000000e+01,node
1,46,8.25000000*-15.75000000,1.60000000e+01*1.60000000e+01,node
1,47,8.25000000*-15.00000000,8.00000000e+00*8.00000000e+00,node
1,48,8.25000000*-14.25000000,4.00000000e+00*4.00000000e+00,node
1,49,8.25000000*17.25000000,8.00000000e+00*8.00000000e+00,node
1,50,8.25000000*18.00000000,8.00000000e+00*8.00000000e+00,node
1,51,8.25000000*18.75000000,1.60000000e+01*1.60000000e+01,node
1,52,9.00000000*-15.75000000,4.00000000e+00*4.00000000e+00,node
1,53,9.00000000*-14.25000000,4.00000000e+00*4.00000000e+00,node
1,54,9.75000000*-17.25000000,4.00000000e+00*4.00000000e+00,node
1,55,9.75000000*-16.50000000,4.00000000e+00*4.00000000e+00,node
1,56,9.75000000*-15.75000000,4.00000000e+00*4.00000000e+00,node
1,57,9.75000000*-14.25000000,8.00000000e+00*8.00000000e+00,node
1,58,9.75000000*-13.50000000,4.00000000e+00*4.00000000e+00,node
1,59,9.75000000*-12.75000000,4.00000000e+00*4.00000000e+00,node
1,60,9.75000000*14.25000000,4.00000000e+00*4.00000000e+00,node
1,61,9.75000000*15.00000000,4.00000000e+00*4.00000000e+00,node
1,62,9.75000000*15.75000000,1.60000000e+01*1.60000000e+01,node
1,63,9.75000000*17.25000000,8.00000000e+00*8.00000000e+00,node
1,64,9.75000000*18.00000000,1.60000000e+01*1.60000000e+01,node
1,65,9.75000000*18.75000000,8.00000000e+00*8.00000000e+00,node
1,66,10.50000000*-17.25000000,4.00000000e+00*4.00000000e+00,node
1,67,10.50000000*15.75000000,2.00000000e+00*2.00000000e+00,node
1,68,10.50000000*17.25000000,8.00000000e+00*8.00000000e+00,node
1,69,11.25000000*-18.75000000,8.00000000e+00*8.00000000e+00,node
1,70,11.25000000*-18.00000000,1.60000000e+01*1.60000000e+01,node
1,71,11.25000000*-17.25000000,8.00000000e+00*8.00000000e+00,node
1,72,11.25000000*15.75000000,4.00000000e+00*4.00000000e+00,node
1,73,11.25000000*17.25000000,4.00000000e+00*4.00000000e+00,node
1,74,12.75000000*-12.75000000,1.60000000e+01*1.60000000e+01,node
1,75,12.75000000*-12.00000000,4.00000000e+00*4.00000000e+00,node
1,76,12.75000000*-11.25000000,8.00000000e+00*8.00000000e+00,node
1,77,17.25000000*-0.75000000,4.00000000e+00*4.00000000e+00,node
1,78,17.25000000*0.00000000,4.00000000e+00*4.00000000e+00,node
1,79,17.25000000*0.75000000,4.00000000e+00*4.00000000e+00,node
1,80,18.75000000*-0.75000000,1.60000000e+01*1.60000000e+01,node
1,81,18.75000000*0.00000000,1.60000000e+01*1.60000000e+01,node
1,82,18.75000000*0.75000000,1.60000000e+01*1.60000000e+01,node
1,83,19.50000000*-0.75000000,8.00000000e+00*8.00000000e+00,node
1,84,19.50000000*0.75000000,8.00000000e+00*8.00000000e+00,node
1,85,20.25000000*-2.25000000,8.00000000e+00*8.00000000e+00,node
