layer,nr,cvs,kappas,type
0,163,-9.00000000*-18.00000000,1.00000000e+00*1.00000000e+00,node
0,164,-9.00000000*-16.50000000,1.00000000e+00*1.00000000e+00,node
0,165,-9.00000000*-15.00000000,1.00000000e+00*1.00000000e+00,node
0,166,-9.00000000*-13.50000000,2.00000000e+00*2.00000000e+00,node
0,167,-9.00000000*-12.00000000,2.00000000e+00*2.00000000e+00,node
0,168,-9.00000000*-10.50000000,4.00000000e+00*4.00000000e+00,node
0,169,-9.00000000*-9.00000000,4.00000000e+00*4.00000000e+00,node
0,170,-9.00000000*-7.50000000,8.00000000e+00*8.00000000e+00,node
0,171,-9.00000000*-6.00000000,8.00000000e+00*8.00000000e+00,node
0,172,-9.00000000*-4.50000000,8.00000000e+00*8.00000000e+00,node
0,173,-9.00000000*-3.00000000,4.00000000e+00*4.00000000e+00,node
0,174,-9.00000000*-1.50000000,8.00000000e+00*8.00000000e+00,node
0,175,-9.00000000*0.00000000,8.00000000e+00*8.00000000e+00,node
0,176,-9.00000000*1.50000000,4.00000000e+00*4.00000000e+00,node
0,177,-9.00000000*3.00000000,8.00000000e+00*8.00000000e+00,node
0,178,-9.00000000*4.50000000,8.00000000e+00*8.00000000e+00,node
0,179,-9.00000000*6.00000000,8.00000000e+00*8.00000000e+00,node
0,180,-9.00000000*7.50000000,4.00000000e+00*4.00000000e+00,node
0,181,-9.00000000*9.00000000,8.00000000e+00*8.00000000e+00,node
0,182,-9.00000000*10.50000000,2.00000000e+00*2.00000000e+00,node
0,183,-9.00000000*12.00000000,4.00000000e+00*4.00000000e+00,node
0,184,-9.00000000*13.50000000,2.00000000e+00*2.00000000e+00,node
0,185,-9.00000000*15.00000000,2.00000000e+00*2.00000000e+00,node
0,186,-9.00000000*16.50000000,1.00000000e+00*1.00000000e+00,node
0,187,-9.00000000*18.00000000,2.00000000e+00*2.00000000e+00,node
0,188,-9.00000000*19.50000000,1.00000000e+00*1.00000000e+00,node
0,189,-7.50000000*-21.00000000,4.00000000e+00*4.00000000e+00,node
0,190,-7.50000000*-19.50000000,2.00000000e+00*2.00000000e+00,node
0,191,-7.50000000*-18.00000000,2.00000000e+00*2.00000000e+00,node
0,192,-7.50000000*-16.50000000,2.00000000e+00*2.00000000e+00,node
0,193,-7.50000000*-15.00000000,2.00000000e+00*2.00000000e+00,node
0,194,-7.50000000*-13.50000000,2.00000000e+00*2.00000000e+00,node
0,195,-7.50000000*-12.00000000,8.00000000e+00*8.00000000e+00,node
0,196,-7.50000000*-10.50000000,4.00000000e+00*4.00000000e+00,node
0,197,-7.50000000*-9.00000000,4.00000000e+00*4.00000000e+00,node
0,198,-7.50000000*-7.50000000,8.00000000e+00*8.00000000e+00,node
0,199,-7.50000000*-6.00000000,4.00000000e+00*4.00000000e+00,node
0,200,-7.50000000*-4.50000000,4.00000000e+00*4.00000000e+00,node
0,201,-7.50000000*-3.00000000,8.00000000e+00*8.00000000e+00,node
0,202,-7.50000000*-1.50000000,8.00000000e+00*8.00000000e+00,node
0,203,-7.50000000*0.00000000,8.00000000e+00*8.00000000e+00,node
0,204,-7.50000000*1.50000000,8.00000000e+00*8.00000000e+00,node
0,205,-7.50000000*3.00000000,4.00000000e+00*4.00000000e+00,node
0,206,-7.50000000*4.50000000,4.00000000e+00*4.00000000e+00,node
0,207,-7.50000000*6.00000000,8.00000000e+00*8.00000000e+00,node
0,208,-7.50000000*7.50000000,4.00000000e+00*4.00000000e+00,node
0,209,-7.50000000*9.00000000,8.00000000e+00*8.00000000e+00,node
0,210,-7.50000000*10.50000000,4.00000000e+00*4.00000000e+00,node
0,211,-7.50000000*12.00000000,2.00000000e+00*2.00000000e+00,node
0,212,-7.50000000*13.50000000,2.00000000e+00*2.00000000e+00,node
0,213,-7.50000000*15.00000000,2.00000000e+00*2.00000000e+00,node
0,214,-7.50000000*16.50000000,2.00000000e+00*2.00000000e+00,node
0,215,-7.50000000*18.00000000,2.00000000e+00*2.00000000e+00,node
0,216,-7.50000000*19.50000000,4.00000000e+00*4.00000000e+00,node
0,217,-6.00000000*-22.50000000,2.00000000e+00*2.00000000e+00,node
0,218,-6.00000000*-21.00000000,4.00000000e+00*4.00000000e+00,node
0,219,-6.00000000*-19.50000000,4.00000000e+00*4.00000000e+00,node
0,220,-6.00000000*-18.00000000,4.00000000e+00*4.00000000e+00,node
0,221,-6.00000000*-16.50000000,2.00000000e+00*2.00000000e+00,node
0,222,-6.00000000*-15.00000000,2.00000000e+00*2.00000000e+00,node
0,223,-6.00000000*-13.50000000,2.00000000e+00*2.00000000e+00,node
0,224,-6.00000000*-12.00000000,2.00000000e+00*2.00000000e+00,node
