1:	1ps	Berendsen	1e5	16.5092245202	6.62263612427	13.4817202822	89.9959747999	90.0021007062	90.044541544	1473.98503182
2:	1ps	Berendsen	1e5	16.50704579	6.62321435858	13.4854145665	90.0059897916	89.9971737845	90.038693468	1474.32756664
3:	1ps	Berendsen	1e5	16.5127920451	6.62304264589	13.4724503298	90.0001827762	89.9994708532	90.1042983964	1473.38217727
4:	1ps	Berendsen	1e5	16.505887064	6.6282813922	13.4733188237	89.9926281464	90.0035714559	89.9799258593	1474.03064343
5:	1ps	Berendsen	1e5	16.5063708497	6.62791252826	13.4811436542	90.0099541018	90.0007013734	89.973506646	1474.84290608
6:	1ps	Berendsen	1e5	16.4999958729	6.61984676314	13.4787894135	89.9966425265	90.0023881351	90.10447333	1472.22051854
7:	1ps	Berendsen	1e5	16.5097487633	6.6265041329	13.4802687494	89.99440627	90.0048094392	89.9833131964	1474.74114531
8:	1ps	Berendsen	1e5	16.506483153	6.6223800732	13.4779996608	90.0090739785	89.9952144014	90.0561888801	1473.28076169
9:	1ps	Berendsen	1e5	16.5049112001	6.62299753477	13.4792331833	90.006687366	90.0036719665	89.9264329344	1473.41286937
10:	1ps	Berendsen	1e5	16.4981288236	6.62585115152	13.467816624	89.9974023912	90.0011408243	90.0890555923	1472.19302948
GEM:	1ps	Berendsen	1e5	16.5060588082	6.62426667047	13.4778155287	90.0008942148	90.001024294	90.0300429847	1473.64166496

1:	1ps	Berendsen	3e5	16.5051858278	6.62334599268	13.4726756842	90.0021926749	90.0030601078	90.0560075752	1472.79929402
2:	1ps	Berendsen	3e5	16.5114583398	6.62409220185	13.4801802365	89.9939799418	90.0000092491	90.0106793739	1474.34543064
3:	1ps	Berendsen	3e5	16.5102862037	6.62267313536	13.478292226	89.999429245	90.0050487074	90.078884635	1473.71744747
4:	1ps	Berendsen	3e5	16.4988769796	6.62584130228	13.4713057886	90.0008120131	90.0001812666	89.9316525158	1472.64057803
5:	1ps	Berendsen	3e5	16.5049349495	6.61861774948	13.4650273167	89.9917494222	90.000362908	89.872761533	1470.88365344
6:	1ps	Berendsen	3e5	16.5001376273	6.62630808718	13.4796057961	89.9883673087	90.0008174171	90.0663360824	1473.76056456
7:	1ps	Berendsen	3e5	16.5040152694	6.62449519412	13.4822295241	89.9988904279	90.0008796493	90.0376458465	1473.99188402
8:	1ps	Berendsen	3e5	16.5011042507	6.62307059415	13.4799147651	90.0025110438	89.9982906729	90.0828938597	1473.16505764
9:	1ps	Berendsen	3e5	16.5077256124	6.6212735971	13.4749751542	89.9899664223	90.0043205037	89.9132097605	1472.81332848
10:	1ps	Berendsen	3e5	16.4982619677	6.62527876111	13.4824486889	90.006328263	89.9931458978	90.002070767	1473.67790249
GEM:	1ps	Berendsen	3e5	16.5041987028	6.62349966153	13.476665518	89.9974226763	90.000611638	90.0052141949	1473.17951408

1:	1ps	Berendsen	1e6	16.5095319561	6.62242745947	13.4765225006	89.9946908189	89.9987069207	90.0634200207	1473.40254584
2:	1ps	Berendsen	1e6	16.5076726314	6.62102944445	13.4809209364	90.0116340634	89.9978302155	90.1313263028	1473.40247604
3:	1ps	Berendsen	1e6	16.504746762	6.62246806678	13.4812116719	90.0145020737	89.9982070069	90.1214267165	1473.49044493
4:	1ps	Berendsen	1e6	16.5150880008	6.62688741017	13.4804643482	89.9968507226	89.9989018514	90.0161989117	1475.32021352
5:	1ps	Berendsen	1e6	16.5046674562	6.62763633617	13.4797371802	90.0149926291	90.0024063039	89.96230521	1474.4810707
6:	1ps	Berendsen	1e6	16.4995036366	6.62038910049	13.4759630196	90.0017729928	90.0046124469	90.0053539196	1471.99084402
7:	1ps	Berendsen	1e6	16.4958025273	6.6227189679	13.4721628017	90.008786217	90.0004544887	90.0577201064	1471.75972893
8:	1ps	Berendsen	1e6	16.5034655982	6.62897635346	13.4726555859	89.9827790932	89.9979510457	90.0052890641	1473.89606627
9:	1ps	Berendsen	1e6	16.5056396231	6.62580333794	13.4760556619	89.9986719249	90.0026948792	89.9499432934	1473.749845
10:	1ps	Berendsen	1e6	16.5101552999	6.62858241496	13.4793040685	89.9984427463	89.9978975747	89.9714584345	1475.13195994
GEM:	1ps	Berendsen	1e6	16.5056273492	6.62469188918	13.4774997775	90.0023123282	89.9999662734	90.028444198	1473.66251952

1:	1ps	Berendsen	3e6	16.4988441811	6.61926574481	13.4732203067	90.001041251	90.0005335598	89.8735956343	1471.37826436
2:	1ps	Berendsen	3e6	16.505258488	6.62088545778	13.4718948664	90.0001784453	89.9918515722	89.8937200557	1472.16691689
3:	1ps	Berendsen	3e6	16.5100551133	6.62428520262	13.4789239977	89.9984808978	90.0023808401	89.9955186535	1474.12787376
4:	1ps	Berendsen	3e6	16.508583908	6.621450992	13.4661381521	90.0042411243	90.0069263247	89.9625606189	1471.9643259
5:	1ps	Berendsen	3e6	16.4967098037	6.62341566774	13.4709745475	90.0020522429	90.0022654161	90.0273993325	1471.8666192
6:	1ps	Berendsen	3e6	16.5050940995	6.62178346557	13.4715944504	89.9940105182	89.9960137848	89.9674330818	1472.32374571
7:	1ps	Berendsen	3e6	16.5014634097	6.62057064879	13.4733706001	89.9974497763	89.9999475194	90.068883146	1471.92111477
8:	1ps	Berendsen	3e6	16.5037980648	6.62551343366	13.4749982337	89.9973098367	89.9969455393	89.969231232	1473.40635695
9:	1ps	Berendsen	3e6	16.4999016751	6.62366472318	13.4874128344	89.9960735372	89.9939232268	90.0434322867	1474.00684881
