1449.9996843	1109.9926363
1459.99968732	999.979326258
1469.99969194	894.269382594
1479.99969096	804.955789526
1489.99969499	716.083068023
1499.99969738	636.137304692
1509.99969514	560.494018842
1519.99969127	491.530903546
1529.99940947	435.86930889
1539.99941375	377.863689522
1549.99970965	322.632078213
1559.99970906	275.15760259
1569.9994249	234.081714969
1579.99943225	193.367565297
1589.99971332	154.870076771
1599.99971837	122.391811179
1609.9994465	88.4469330522
1619.99944373	63.8118778401
1629.99945352	31.4513235835
1639.99944779	7.90153973173
1649.99945204	-8.05870209471
1659.99946576	-34.5164545679
1669.9994611	-46.7719899615
1679.99972718	-64.790586922
1689.99946431	-78.0551682924
1699.99946245	-83.4357635955
1709.9994623	-102.725550418
1719.99948297	-112.442409217
1729.99947839	-123.571783196
1739.99949279	-128.568023805
1749.99948759	-140.402888085
1759.99948624	-146.427620632
1769.99949885	-154.429844794
1779.99948861	-157.775539
1789.99949968	-159.432742744
1799.9997514	-165.566507445
1809.99950423	-173.333695799
1819.99950422	-172.452453249
1829.99951287	-176.912854551
1839.99974805	-176.916903413
1849.99951316	-176.207625979
1859.99951431	-181.710067489
1869.9995219	-180.637372492
1879.99951716	-183.184791626
1889.99953087	-186.411121235
1899.99952407	-180.805783622
1909.99951908	-181.728537284
1919.99952691	-179.374754059
1929.99953792	-181.052291151
1939.99953394	-176.143439698
1949.99953183	-178.87103195
1959.99954214	-174.01425195
1969.99953062	-170.734739406
1979.99953897	-172.440831297
1989.99955151	-169.929231275
1999.99954767	-166.857377832
2009.99955122	-164.411810271
2019.99955623	-160.452558315
2029.99954555	-152.840203513
2039.99955924	-152.350466468
2049.99955718	-150.308269023
2059.99955502	-141.522496163
2069.99955035	-119.632149437
2079.99956165	-111.606412789
2089.99956646	-108.286907279
2099.99957229	-105.767960994
2109.99957428	-106.904615449
2119.99957176	-106.668730067
2129.99958155	-105.655091148
2139.99957716	-102.469203046
2149.99957314	-100.856582643
2159.99958005	-97.5078084969
2169.99958292	-96.7315346543
2179.99958817	-97.8490127626
2189.99958788	-94.0544160847
2199.99959374	-92.1426014573
2209.99959331	-90.651578654
2219.9996011	-91.9684905993
2229.9995988	-90.4597610803
2239.99959771	-86.1877500588
2249.9995965	-89.0288848862
2259.99960132	-84.0348717873
2269.99960301	-84.6234920186
2279.99961078	-82.4719392366
2289.99960426	-81.1013857845
2299.99960743	-51.588220715
2309.99960258	-47.475366309
2319.99961152	-44.7650357981
2329.9996124	-48.1767509202
2339.99961861	-44.1434469655
2349.99962022	-44.0461934094
2359.99962205	-41.8348988593
2369.99961853	-42.4659977391
2379.99962858	-43.1281527937
2389.99962391	1.03892723531
2399.99962497	1.3193818643
2409.99962856	3.95205582624
2419.99962794	-0.656495783973
2429.99963775	-1.43074142928
2439.99963696	-5.08939068756
2449.99963498	-1.44414540101
2459.99963696	-5.37256334913
2469.99963808	-3.4769405984
2479.99964242	-8.31073650891
2489.99964492	-10.5942937171
2499.99964733	-9.44480528637
2509.99964812	-9.58697935077
2519.99964693	-11.4124558899
2529.9996522	-14.8479370105
2539.99965179	-16.3956740601
2549.99965512	-21.0319854812
2559.9996525	-21.7260474877
2569.99965463	-29.9602626314
2579.99965729	-33.451186688
2589.99965756	-37.0639733641
2599.99966412	8.49884584569
2609.99966009	67.1616721081
2619.99966092	69.343215164
2629.99966346	74.7656483109
2639.99965876	75.4799927056
2649.99966727	74.514776944
2659.9996671	70.0343120579
2669.99967086	66.8421276763
2679.99967004	69.6252408293
2689.99967755	67.4893759919
2699.99967886	72.7014164906
2709.99967276	62.7852591488
2719.99967707	59.2480951448
2729.99968271	50.6603041825
2739.99967909	51.0466428592
2749.99967564	158.379843899
2759.99967238	186.404215101
2769.99968403	179.812327846
2779.99968198	173.361217679
2789.99969241	159.571758022
2799.99968819	142.84255964
2809.99968244	312.531711086
2819.99968343	295.389895269
2829.99969219	272.012682914
2839.99968821	260.423293724
2849.99969101	243.289455648
2859.99969136	211.777947837
2869.99969562	195.428275363
2879.99969218	174.746184935
2889.99969604	147.174561295
2899.99969958	123.534992657
2909.99969809	96.944323909
2919.99970606	75.2939965775
2929.99970578	16.2657914059
2939.99970529	26.8081665467
2949.99970775	-10.5148303478
2959.99970711	-37.694114612
2969.99970618	-75.0523817403
2979.99970962	-108.057344996
2989.99970695	-145.975411938
2999.99971	-204.765228622
3009.99971597	-252.5823838
3019.99971452	-284.968947946
3029.99972311	-333.805871817
3039.9997209	-370.221446552
3049.99973152	-429.615593364
3059.99972406	-475.915763635
3069.99973248	-520.651404525
