1.955028243565284924e+02 3.027875026142316983e+02 3.060405408340544682e+02 2.006319890587763553e+02 1.957019956737674420e+02 3.110276929083762525e+02 3.133201507016222536e+02 1.990683061039458153e+02 1.620478471859072442e+02 4.944916341808351490e+01 1.511991980859043849e+02 4.215488267068871409e+01 6.553919331840711493e+01 1.760800764329175934e+02 1.594248837209100600e+02 4.400186417378182568e+01 1.998111558739539930e+02 3.079567497587647154e+02 2.036671363444234260e+02 3.116666564250128317e+02 2.133594302863454857e+02 3.139713792572605371e+02 1.917467859361901503e+02 2.969534366485472106e+02 4.295510181912364800e+01 1.550697366269775159e+02 1.739188030445240543e+02 6.251821769520140748e+01 6.844918502478977018e+01 1.719141955306137959e+02 1.618759366498405825e+02 3.792647161314663151e+01 1.485681472516108954e+02 4.348926306371636485e+01 3.090820417636967363e+02 1.951330293835173393e+02 2.989724821538241599e+02 1.965499773873762592e+02 3.131475795108560192e+02 2.090064727571918013e+02 3.109130327626909889e+02 2.038194369728478250e+02 6.996926541696878132e+01 1.758120235654423595e+02 3.078174463752807810e+02 1.975397764916096435e+02 3.268782561366510890e+02 2.130720232383823429e+02
1.947139582323074194e+02 3.017350370149268883e+02 3.064901058673575562e+02 2.009465150657652828e+02 1.949137401766200242e+02 3.102758179861899634e+02 3.141876507127585114e+02 1.997751697649152334e+02 1.616068393723153065e+02 4.897048953271250582e+01 1.511010300424233890e+02 4.211216673375544417e+01 6.477923220391136283e+01 1.752054392636161992e+02 1.600129283211173004e+02 4.461842283078289029e+01 1.999833221849829386e+02 3.080276294417352005e+02 2.037051420253483229e+02 3.117562284992096693e+02 2.136549267221918171e+02 3.141572868958929803e+02 1.917478856817624262e+02 2.971508511388966554e+02 4.361114275439596355e+01 1.556694762565961128e+02 1.732460363295188301e+02 6.183489915370770973e+01 6.808931510720169911e+01 1.710837273733490349e+02 1.621088659873724396e+02 3.776521585743911658e+01 1.481219211262061606e+02 4.301716055393065119e+01 3.093334888538795440e+02 1.951727144786836732e+02 2.991828580884151734e+02 1.967301805168853264e+02 3.128798264115153529e+02 2.088355285168201760e+02 3.111942999838864807e+02 2.040534182380602601e+02 6.874217728476517664e+01 1.745931464616036521e+02 3.086682541013939272e+02 1.983264784785622226e+02 3.270404801334838112e+02 2.134656386233792489e+02
1.941591161286279998e+02 3.009539785966883301e+02 3.070091119058834011e+02 2.013206887967755847e+02 1.948326261371279315e+02 3.102180932519976864e+02 3.153263653744040198e+02 2.008114269495548569e+02 1.615680852049740679e+02 4.882042210365533208e+01 1.508357074285316912e+02 4.189438466561856700e+01 6.329434453612846312e+01 1.735318625229360521e+02 1.606286136575037062e+02 4.524959307119868868e+01 2.001365554602484735e+02 3.080874887927554369e+02 2.034234798734817957e+02 3.115907966572558507e+02 2.137308269592335535e+02 3.141726586403889314e+02 1.914986691787273685e+02 2.970378028472510437e+02 4.350609042795754533e+01 1.555273789554052826e+02 1.723442663239582373e+02 6.091755057146704644e+01 6.783658106350053174e+01 1.703260541518542937e+02 1.619595479697655946e+02 3.728456377036587099e+01 1.476709002189029434e+02 4.256738580406659622e+01 3.092207117915488084e+02 1.948628730349583975e+02 2.990764736581223815e+02 1.965387896134112680e+02 3.122998011493695003e+02 2.083524297173705975e+02 3.115550092218189775e+02 2.044413558231298680e+02 6.771056522520183307e+01 1.736311954606338759e+02 3.094526006075003579e+02 1.990454341365857545e+02 3.270169027730051425e+02 2.136616843509112584e+02
1.935814187438900547e+02 3.001911960882823109e+02 3.075299500021759513e+02 2.017100424587580676e+02 1.952516698978144518e+02 3.106548254763810064e+02 3.161295056765181926e+02 2.015838436682452937e+02 1.616068324103060831e+02 4.869038773393908315e+01 1.501541110023354975e+02 4.124320024351611380e+01 6.245269841784671172e+01 1.724260965703471982e+02 1.608312820408564505e+02 4.545337653006024681e+01 2.001641169915284308e+02 3.080356178389495767e+02 2.033038260550496261e+02 3.116391206588497766e+02 2.134790059041583845e+02 3.139183364637327713e+02 1.913900275687900603e+02 2.969925541353117637e+02 4.254860665620147842e+01 1.545680872622193078e+02 1.717677846085560418e+02 6.032016995243969859e+01 6.850325666794459778e+01 1.704681632685648935e+02 1.613903018206499951e+02 3.644620180159616751e+01 1.472876198091337869e+02 4.221327199167447475e+01 3.086494373031289342e+02 1.941249793997521067e+02 2.991297792830310982e+02 1.964657820023209069e+02 3.124923420715678617e+02 2.086560264437484307e+02 3.114679729736587888e+02 2.044536129203940220e+02 6.701395349870418272e+01 1.730576277423110696e+02 3.105068849623820597e+02 2.000202185612264714e+02 3.267521246957556968e+02 2.136288126355395889e+02
1.934085643583357523e+02 2.998725126065495488e+02 3.073195389967034998e+02 2.014090838703591828e+02 1.960430023715967991e+02 3.114752011267596004e+02 3.167116325345122050e+02 2.022000868824716804e+02 1.615287876960085782e+02 4.843163664653595646e+01 1.499273431261347866e+02 4.102917450831359503e+01 6.188615878043545138e+01 1.715496275913374404e+02 1.612489388143609688e+02 4.585668993751674094e+01 1.995217732087357945e+02 3.073258928029184176e+02 2.034021959502240975e+02 3.119293259794937967e+02 2.135126736059113171e+02 3.140116273860726892e+02 1.909424778286663411e+02 2.965437018226330110e+02 4.111223743175693812e+01 1.531580165442434236e+02 1.712359464089207108e+02 5.975279496561878290e+01 6.870366469305267287e+01 1.701406748644859874e+02 1.603992398038116676e+02 3.523732633868300468e+01 1.473778798898619016e+02 4.236201244011976286e+01 3.083430816161604753e+02 1.936886619313033577e+02 2.997683079041201495e+02 1.969408773199401423e+02 3.130910399547230440e+02 2.093975221481700828e+02 3.113587514989327474e+02 2.045012873414304408e+02 6.618967767155271531e+01 1.723704200823237898e+02 3.116550516157357151e+02 2.010553786945220907e+02 3.262896338251574662e+02 2.134421812248148171e+02
1.929325804434353984e+02 2.992902931471531929e+02 3.074845881417608098e+02 2.015379198407364356e+02 1.962014547495261070e+02 3.116958910526865907e+02 3.173237065962729275e+02 2.028936479225226890e+02 1.613892962515788270e+02 4.814116817624633171e+01 1.500982436176055899e+02 4.119871815840266294e+01 6.173543549322781843e+01 1.710736557416730932e+02 1.620941047504757648e+02 4.666781893565624983e+01 1.990226685171020620e+02 3.067753746230638967e+02 2.037182175978250598e+02 3.124405392228166534e+02 2.134757319821844135e+02 3.140890288551363483e+02 1.911592695758212983e+02 2.967105793008528281e+02 4.014480893529053418e+01 1.522189957962958999e+02 1.705716257201452777e+02 5.903215621015078085e+01 6.885358421071779844e+01 1.697667688978101808e+02 1.594909214179635626e+02 3.414618747463114801e+01 1.470485182480846049e+02 4.211830600784701062e+01 3.081995365686607329e+02 1.934483032481081182e+02 3.005273635242993464e+02 1.974981947639232374e+02 3.141703996542083246e+02 2.106531648774696350e+02 3.106082207191866473e+02 2.039351336586841228e+02 6.523398452570457096e+01 1.715246791824509103e+02 3.130197545981168332e+02 2.022622076039271803e+02 3.259333149728350350e+02 2.134229854781300162e+02
1.925950865265813263e+02 2.988871244695984046e+02 3.070569440953190110e+02 2.011154149086750920e+02 1.961084747284263869e+02 3.117069578011323756e+02 3.179244906158140225e+02 2.036105069180457292e+02 1.610317687455934674e+02 4.766877595717297567e+01 1.510775523252474670e+02 4.216009518294665526e+01 6.151317912559226642e+01 1.705235232256505071e+02 1.632563512786564104e+02 4.777357614348640169e+01 1.983877060717377674e+02 3.061093439018943627e+02 2.040448357959229213e+02 3.129688086354574352e+02 2.134714239911943992e+02 3.142370031955580885e+02 1.915100224505424649e+02 2.969770499150686760e+02 3.985657269304148542e+01 1.519384887711997010e+02 1.698638129531360335e+02 5.825283790489929459e+01 6.815780144257031736e+01 1.685462661511314195e+02 1.593899059130538092e+02 3.388898787645216260e+01 1.467818934591223297e+02 4.195486703314759325e+01 3.085681442199857543e+02 1.937441168402378082e+02 3.013114532281355764e+02 1.980444853356544854e+02 3.150693430987845431e+02 2.117390491258937004e+02 3.105218100483199919e+02 2.040345213629948091e+02 6.408970097044378633e+01 1.704539960486084738e+02 3.139857198018710278e+02 2.030347329568456871e+02 3.256115671061073726e+02 2.134787901588337320e+02
1.917009284040670991e+02 2.979685630208749103e+02 3.075370799758770772e+02 2.016141935151643452e+02 1.957972012022663364e+02 3.115304710246506943e+02 3.188904909884307699e+02 2.047206953236549225e+02 1.615015088340358602e+02 4.804784072712880061e+01 1.517585612509440125e+02 4.280511737387190863e+01 6.021462066438427740e+01 1.688812909642802538e+02 1.644466481513167935e+02 4.889079500770294118e+01 1.986930546044273171e+02 3.064201953543532682e+02 2.042526375517907411e+02 3.134040948588706783e+02 2.129530926944514704e+02 3.138994928682673162e+02 1.925844360842287983e+02 2.979458787273599114e+02 4.007406693252028873e+01 1.521333621317305358e+02 1.688766836269583962e+02 5.720245232636521138e+01 6.750234563234708673e+01 1.673678934872172306e+02 1.597935572914477120e+02 3.417950732261699187e+01 1.461966373020885044e+02 4.148441263670611079e+01 3.084266030806832646e+02 1.935478430790795414e+02 3.017519171909533497e+02 1.982214063868705409e+02 3.156061556062916225e+02 2.124356588093491212e+02 3.099498954589174673e+02 2.036447923993257234e+02 6.283971675630319709e+01 1.692637726411994095e+02 3.148929789993208033e+02 2.037341432393229184e+02 3.254669305100587735e+02 2.136996629870126014e+02
1.911012768855845820e+02 2.973722865902670947e+02 3.076795824283553884e+02 2.017712192852091277e+02 1.955299474354094968e+02 3.114117233287389013e+02 3.193112928514707960e+02 2.053065146004026076e+02 1.617871738038068941e+02 4.826330709160750132e+01 1.524651540715112503e+02 4.346064684056903360e+01 5.883096217810592776e+01 1.671210994781530701e+02 1.652275707982160782e+02 4.958565399200444546e+01 1.989160378070747299e+02 3.067037685006283141e+02 2.045746684445390997e+02 3.139991245621492340e+02 2.121559811380741110e+02 3.133088647409167038e+02 1.936403552297675787e+02 2.988918933102895039e+02 4.001600689631786167e+01 1.520177460906334659e+02 1.683505661106769367e+02 5.665114976732950680e+01 6.706789495918160071e+01 1.664279132255536808e+02 1.604321183676453870e+02 3.477987548925105443e+01 1.462493473360897838e+02 4.165717926392450465e+01 3.082098093173397046e+02 1.932895193840166712e+02 3.019949352492243406e+02 1.981885420332206422e+02 3.160920536359569155e+02 2.130195375366588166e+02 3.096398260431483322e+02 2.035233507699489905e+02 6.169717418608169623e+01 1.681946802785060981e+02 3.156705687476652997e+02 2.043039370894832416e+02 3.253092315510331218e+02 2.138453729139628194e+02
1.906489630526562564e+02 2.969345074878531818e+02 3.084583557600853965e+02 2.025617934332110224e+02 1.952685818272568667e+02 3.113038268811485523e+02 3.199382725979888278e+02 2.061109114959907345e+02 1.622518069211696741e+02 4.869853047762210707e+01 1.531761164278341028e+02 4.411019531473478139e+01 5.636293710059254636e+01 1.642395832454606079e+02 1.661207997716383602e+02 5.038000993026820851e+01 1.993381225822538738e+02 3.072505900162083208e+02 2.047110816465140886e+02 3.144527717590535758e+02 2.111817292343474435e+02 3.125684802339154089e+02 1.949338110791719032e+02 3.000847592925952085e+02 3.942286222710287547e+01 1.513375447578092974e+02 1.675617590141391702e+02 5.589269431081110184e+01 6.687167486222750767e+01 1.657621218328580710e+02 1.603601535489289063e+02 3.475853364132005652e+01 1.462720331854376923e+02 4.179000629049872373e+01 3.077604943154150874e+02 1.928010841536965074e+02 3.019828879441408276e+02 1.979058190584818533e+02 3.167525565463328689e+02 2.137129140769782509e+02 3.084224889235944147e+02 2.025022114988999817e+02 6.060304986093316870e+01 1.671813915656096583e+02 3.167456078856154136e+02 2.051742924908148211e+02 3.251024078254259280e+02 2.138741525776734420e+02
