Langevin with tau_T = 100 fs and tau_P = 1000 fs

P_ext [Pa]	run_id	<T> [K]	sigma_T [K]	<P> [MPa]	sigma_P [MPa]
3e7	run46	299.792866858	19.7816317415	29.9959570028	528.723533623
3e7	run47	299.452260985	19.8072998534	29.8506738355	538.769847525
3e7	run48	299.893308837	19.7219362126	29.8639188828	535.256633925
3e7	run49	299.506004254	19.8841660695	29.9145759817	531.536259742
3e7	run50	299.760039035	19.7313000925	29.8887655548	531.791882523
1e8	run26	299.877395744	19.8706072202	100.052274989	541.159640224
1e8	run27	299.88564598	20.0151798098	99.9813795953	545.055512776
1e8	run28	299.287629272	19.7510390925	99.7608890732	538.314046133
1e8	run29	299.809750779	19.8574863412	99.837349097	547.037298477
1e8	run30	299.381171721	19.7163875578	99.7272954069	542.556021572
1e8	run31	299.20688699	19.8294500569	99.7851134024	539.682198602
1e8	run32	299.942442419	19.8695999505	99.8790137409	546.021156032
1e8	run33	300.033018091	19.7197334373	99.7942271529	543.010467021
1e8	run34	299.996406577	19.9976367026	99.9221652089	545.552441591
1e8	run35	299.657096498	19.7508173332	99.7928105293	547.761714629
1e8	run36	299.551104837	19.7769202928	99.9234742369	544.522745882
1e8	run37	299.593394213	20.0106942985	100.018006264	545.543235136
1e8	run38	300.028911942	19.855968238	99.8221752732	541.336315941
1e8	run39	299.633542175	19.7385038551	99.8862547031	546.121100761
1e8	run40	299.783311653	19.7461977034	99.9056567057	541.090323816
1e8	run41	299.649617163	19.8923795202	100.029642517	540.84816775
1e8	run42	299.52765126	19.7764969337	99.8802117253	541.566940015
1e8	run43	299.829268221	19.9490884645	99.8881084981	541.309108042
1e8	run44	299.800501599	19.9441983498	99.9074644306	542.223672646
1e8	run45	299.689780173	19.8944115299	99.8448191936	543.004957547
1e8	run46	299.8305384	19.9774112526	99.8757196283	548.387242029
1e8	run47	299.944699543	19.9184014938	99.7676932556	549.769004102
1e8	run48	299.656163531	19.8195783431	99.9319173505	548.049420837
1e8	run49	299.568767661	19.9204263882	100.094699169	546.444767488
1e8	run50	300.235062317	19.6971440883	100.04307508	542.773847685
1e6	run51	299.289023278	19.7698528347	0.847180283625	533.688161923
1e6	run52	299.876649593	19.9113412664	0.668891579854	531.42354595
1e6	run53	299.469671897	19.9954637843	0.917199645	530.447649895
1e6	run54	299.623858207	19.944512684	0.741237604231	531.659755418
1e6	run55	299.862752983	19.9168709292	0.701061767861	529.973780537
1e6	run56	299.768311622	19.8109199117	0.907569693393	531.152854293
1e6	run57	299.641806602	19.873055129	0.977348321992	528.43801571
1e6	run58	299.68337934	20.0631497085	0.98874764502	533.49549315
1e6	run59	299.10570755	19.732441798	0.896599741741	533.531039674
1e6	run60	300.209154321	19.8837066694	1.0136390529	530.170487452
1e6	run61	299.940495987	19.774010666	0.999077160688	527.394721864
1e6	run62	299.504013903	19.786901869	0.855405353763	528.806496872
1e6	run63	300.169968574	19.6418283334	1.06382473325	532.519195304
1e6	run64	299.785798418	19.9518092737	0.960730950984	531.96061889
1e6	run65	299.811536087	19.7285804363	0.991850819456	531.51115013
1e6	run66	299.566098994	19.8170143294	0.843793927984	528.427339362
1e6	run67	299.849769146	19.7483451035	0.881086699003	532.731558751
1e6	run68	299.68403512	20.0095743026	0.903383153002	527.524125381
1e6	run69	300.094239414	19.8500268857	0.75630577609	532.168941499
1e6	run70	299.536487704	19.7710550647	0.947168416196	523.546464728
1e6	run71	299.782422275	19.8601591889	0.949341665128	527.553583088
1e6	run72	300.040881153	19.9430127394	0.757309045623	529.403994061
1e6	run73	299.700481537	19.9698877296	0.731767415868	532.758482136
1e6	run74	299.971174443	19.901366748	1.01561821912	533.051054749
1e6	run75	299.599633695	19.9105774298	0.900137346393	532.247538331
1e6	run76	299.909245843	19.7553935472	0.877449285573	523.437185611
1e6	run77	299.60616645	19.9588421425	0.899554081892	529.9448708
1e6	run78	299.982799132	19.8249126618	0.865815171082	530.959830511
1e6	run79	300.046041353	19.8877528866	0.963660542832	529.911687497
1e6	run80	299.496365596	19.8993777685	0.810533792245	528.247452431
1e6	run81	300.116268182	19.815827579	1.02905514616	524.430488977
1e6	run82	299.617507691	20.0175986147	0.858544840306	533.415339921
1e6	run83	299.844131222	19.9737476782	0.817405984782	532.198745672
1e6	run84	300.329634265	19.9133330397	0.790465712793	532.130792625
1e6	run85	299.823787679	19.9325081898	0.935417573413	536.341523787
1e6	run86	299.981491121	19.8438423378	0.96140695833	532.011152311
1e6	run87	299.931324513	19.7948387452	0.889231661276	527.482723816
1e6	run88	299.677341428	19.9285142336	1.00907507088	531.389735428
1e6	run89	299.712564157	20.0467720039	0.94674070098	526.014535249
1e6	run90	299.421468218	19.9092720755	0.691478103595	530.355930825
1e6	run91	299.887382342	19.8840369866	1.03229490617	530.152488302
1e6	run92	300.333363558	19.9108078592	1.02980922706	532.514628546
1e6	run93	299.646683934	19.8259934658	0.733069456598	532.088353043
1e6	run94	299.95604655	19.9373763229	0.999707775004	531.627190005
1e6	run95	299.415601258	19.8220863026	0.893058818302	532.370166151
1e6	run96	300.076391623	19.97241662	0.989896883442	530.893047852
1e6	run97	300.002198378	19.8602467955	0.910372549219	531.129083721
1e6	run98	299.583622161	19.8785461224	0.90250214861	525.568337751
1e6	run99	299.653839987	19.854624131	1.10008492517	532.075551031
1e6	run100	300.14074777	19.9834803139	0.923734409388	533.528369461
3e6	run51	300.07825032	19.804699424	2.95405576671	530.930011268
3e6	run52	299.768131738	19.8891015141	2.82646357684	528.164022394
3e6	run53	299.891406229	19.8539064563	2.9485072575	531.988894445
3e6	run54	300.320669628	19.9876295474	3.03723173463	532.520549074
3e6	run55	299.90583584	19.8103493959	2.83233567052	537.551633664
3e6	run56	299.924963119	19.9897235403	3.16672521575	531.836224508
3e6	run57	299.269912598	19.7425422653	2.7115587432	529.320601766
3e6	run58	299.834871684	19.7503791396	2.75713490843	527.892695302
3e6	run59	300.115395201	19.8600452848	2.95608276846	530.788044648
3e6	run60	299.58295178	19.7359944429	2.77401320457	527.665185272
3e6	run61	299.637963888	19.8071123237	3.03721160445	531.351929457
3e6	run62	300.410605675	19.8943926798	2.89376179424	531.772215723
3e6	run63	299.962600186	19.9072939013	2.79975966779	529.959478948
3e6	run64	299.90499654	20.0019995468	3.03660300938	533.815653158
3e6	run65	299.758124899	19.7854016132	2.9296772299	531.390712603
3e6	run66	299.527049337	19.7689921826	2.77841731659	526.730660131
3e6	run67	299.751721947	19.7697615503	3.10491855767	528.82407696
3e6	run68	299.765068537	19.6954058285	2.7608926951	529.017381303
3e6	run69	300.115194082	19.7562163065	2.81874929462	532.668592102
3e6	run70	299.866976009	19.9965758966	2.91616902093	533.261558914
3e6	run71	299.705461089	19.7963991234	2.83489369419	533.871907112
3e6	run72	299.658209139	19.7827576964	2.83140628102	526.637353522
3e6	run73	299.291606494	19.8324295488	2.74708498778	530.077636635
3e6	run74	299.85020966	19.8226802563	2.76480840027	528.099857419
3e6	run75	299.493648538	19.7910136555	2.847923089	530.224325265
3e6	run76	299.577373883	19.8536042261	2.90593307979	525.223154645
3e6	run77	299.811003794	19.7823007622	2.87707010342	529.881281854
3e6	run78	299.54449362	19.7030104513	3.07802867445	530.491906718
3e6	run79	299.309929883	19.7774887122	2.87581610292	524.822881279
3e6	run80	299.853142429	19.8610245093	2.70812242442	531.447901088
3e6	run81	299.879261881	19.9704842763	2.86112766819	536.30242709
3e6	run82	299.431258167	19.8009325278	2.6600018107	528.976842561
3e6	run83	299.893739032	19.7702114627	2.99318013309	531.928836196
3e6	run84	299.517422357	19.6948900757	2.79218391982	530.966425342
3e6	run85	299.623129079	19.7148448615	2.79640649264	527.535928361
3e6	run86	299.943255431	19.8976757607	2.96334077559	533.949124562
3e6	run87	299.593688488	19.8513571696	2.87265682741	531.343385095
3e6	run88	299.535194154	19.8750303261	2.99263756703	532.525777792
3e6	run89	299.755210818	19.8290636413	2.85213221705	525.665703415
3e6	run90	299.896883019	19.8542523167	2.98555081648	527.40586173
3e6	run91	300.002137738	19.8059701165	2.99125281975	531.034037126
3e6	run92	299.966021427	19.8865551458	2.75256991369	532.565850587
3e6	run93	299.785619841	19.7747383109	3.14201660606	534.916829757
3e6	run94	300.081202486	19.7123429322	2.9848351666	536.760043579
3e6	run95	300.183903397	19.8775150175	3.07495377009	536.566813385
3e6	run96	299.854340323	19.7327818724	3.05036012051	534.865766395
3e6	run97	300.12051138	19.9646301578	2.87605343178	532.696203697
3e6	run98	299.666405553	19.6773282133	2.88394607126	531.643731534
3e6	run99	299.631418611	19.9378164752	2.99364278825	528.613751473
3e6	run100	299.837094741	19.8750594968	3.0195260255	530.125117961
1e7	run51	299.775074583	19.8278172145	10.0406313544	534.624667943
1e7	run52	299.99652572	19.7665263576	9.92528183913	534.811390021
1e7	run53	300.040804111	19.9563998483	9.77975233815	533.251398565
1e7	run54	299.911746765	19.7637996448	9.88799570196	529.496781378
1e7	run55	299.405007521	19.850673241	9.95385472626	530.907342262
1e7	run56	299.803411124	19.8851254149	9.8973665688	530.610049497
1e7	run57	299.636231442	19.8457035099	9.82569227402	530.649890665
1e7	run58	299.877247255	19.9707756402	9.67369070906	529.246057553
1e7	run59	300.02073374	19.9167369055	9.88206031576	531.813760792
1e7	run60	299.392800088	19.7844975259	9.88676546979	530.439986862
1e7	run61	299.938065747	19.7822488136	9.91345504069	530.189787868
1e7	run62	300.053192818	19.9014095974	9.89623656155	526.082628197
1e7	run63	299.357395971	19.8140440988	9.99202040009	533.923065986
1e7	run64	299.932636579	19.8542377704	9.90458421542	536.005401593
1e7	run65	299.497550039	19.6901588023	9.8997716847	528.769422418
1e7	run66	299.771795497	19.7927138043	9.77358120645	533.221426608
1e7	run67	299.614415414	19.7346902417	9.78005924113	532.642855424
1e7	run68	299.950353744	19.8608890174	9.85702251182	532.566404947
1e7	run69	299.576306332	19.8131436573	9.85335904025	531.731228198
1e7	run70	299.489362423	19.8558138159	9.82866843238	533.156783318
1e7	run71	299.73389262	19.7885405848	10.0037412036	535.784191235
1e7	run72	300.023471342	20.0094055461	9.89252913307	532.73452334
1e7	run73	299.353108595	19.7621442288	10.0669009088	536.07091627
1e7	run74	299.56063596	19.8779174277	9.9094224502	537.036533174
1e7	run75	299.864886257	19.9826275452	9.86308692862	527.07904957
1e7	run76	300.000775364	19.9228142102	9.95388433232	533.673652536
1e7	run77	299.961857671	19.7218208196	9.92252797706	533.580034375
1e7	run78	299.360052667	19.9982733793	9.48264689406	528.683396651
1e7	run79	299.877809883	20.0541978547	9.9486895822	528.651938358
1e7	run80	299.480394543	19.8417520093	9.8794583576	529.851963655
1e7	run81	299.768932485	19.7801873777	9.75492711411	532.840409381
1e7	run82	300.288063057	19.8207021116	9.83275937808	533.981577602
1e7	run83	299.560668138	19.7229249522	9.87041217965	537.159235064
1e7	run84	299.772609147	19.6816484089	9.88173186629	534.890587654
1e7	run85	299.861233117	19.8778763108	9.94671752372	532.444988574
1e7	run86	300.030673028	19.7504336081	9.83269530617	532.007742423
1e7	run87	299.704435979	19.7573571328	9.85771765001	535.184642108
1e7	run88	299.623370961	19.9711478683	9.73224171682	529.718813343
1e7	run89	299.928542664	19.8634348434	9.97896580274	533.516852868
1e7	run90	299.59860299	19.8188397735	9.98127257728	529.038476343
1e7	run91	299.621279708	19.9343610978	9.80654042079	532.14997432
1e7	run92	299.848328611	19.8582075979	9.98067812178	528.080840837
1e7	run93	299.748719605	19.8368036629	9.84594106729	527.501696797
1e7	run94	299.735895706	19.9340118865	10.0611193777	530.582239543
1e7	run95	299.787615091	19.8439448925	9.89719216109	530.450113263
1e7	run96	300.004303915	19.907981172	9.91430361558	534.380436131
1e7	run97	299.479484887	19.7546856153	10.0720878298	532.223871953
1e7	run98	299.734339818	19.7478201956	9.89008014798	533.42103943
1e7	run99	299.840130251	19.7929953755	9.85526748239	528.857973957
1e7	run100	299.908562112	19.813894535	10.0232820076	531.651240837
3e7	run51	299.675134303	19.7053531847	29.7343622221	533.0798776
3e7	run52	299.361229111	19.8032509627	29.8218912893	535.635147686
3e7	run53	299.409689158	19.7572640776	29.933469961	540.378988947
3e7	run54	300.094824511	19.8841310583	29.763418976	532.446818588
3e7	run55	299.795198757	19.6133595919	29.9979906133	533.918041378
3e7	run56	299.983709093	19.8800578987	29.7970945475	538.949240028
3e7	run57	299.793082867	19.9949938831	29.7843077965	535.127403126
3e7	run58	299.540270783	19.7414154428	29.9303962508	531.947785493
3e7	run59	300.018395692	19.8609619662	29.9887118379	536.146462244
3e7	run60	300.13956293	19.8480903108	29.9667716752	538.890499955
3e7	run61	299.906278329	19.7803750147	29.9268707766	539.150812459
3e7	run62	300.293544533	19.7322460701	29.9373144517	537.370910127
3e7	run63	299.447654524	19.7331375942	29.8677757046	537.64093618
3e7	run64	299.54557784	19.7533985846	29.8000890428	533.1405447
3e7	run65	300.050630475	20.0054499907	29.989096689	537.522319999
3e7	run66	299.422636883	19.7852412146	29.7307578716	536.135391656
3e7	run67	299.53546867	19.8124488948	29.9790501132	539.712597981
3e7	run68	299.681500416	19.8736381333	29.8443613684	532.593853932
3e7	run69	299.579816412	19.8199118405	29.7965043161	534.462986868
3e7	run70	299.603551041	19.7546201506	29.8627786867	534.007286911
3e7	run71	299.44048248	19.8214139908	29.8487789129	535.67586566
3e7	run72	299.824179909	19.8781954163	29.9775425138	533.404233552
3e7	run73	300.2184011	19.8602753634	29.9530213349	537.886489978
3e7	run74	299.545608713	19.9914781375	29.8211837363	535.726107948
3e7	run75	299.855209225	19.8030498692	30.0395188	537.018480494
3e7	run76	300.016450728	19.7344056136	30.0939780025	532.492185219
3e7	run77	299.891084722	19.8322674277	29.7802411612	532.145191993
3e7	run78	299.91763482	19.9594612281	30.0644441522	538.577627902
3e7	run79	299.654181342	19.8371768487	29.7591564202	530.314745625
3e7	run80	299.816228	19.7621982087	29.9432207792	530.281894436
3e7	run81	299.89139689	19.8969970879	29.7696537669	536.327864876
3e7	run82	300.055665449	19.8152425118	29.8616780289	535.841646754
3e7	run83	299.797821362	19.9182921711	30.0417791488	531.375373205
3e7	run84	299.602921792	19.8535912837	30.0534559914	535.039210457
3e7	run85	299.682257409	19.8608181988	29.9246923813	537.920311252
3e7	run86	299.684089815	19.9601653689	30.0053435822	536.499689999
3e7	run87	299.870132927	19.7659516666	29.8258007829	536.642646911
3e7	run88	299.330331944	19.7561091322	29.9219855813	534.719988497
3e7	run89	299.732017929	19.9471897201	29.9369740825	535.176312842
3e7	run90	299.854537473	19.7733234527	29.6729302785	534.287653497
3e7	run91	299.224250573	19.7793137685	29.8582235628	535.681300087
3e7	run92	299.586304217	19.8408078146	29.7256006846	534.060914929
3e7	run93	299.338895654	19.7125873492	29.8738430607	533.625368846
3e7	run94	299.756088122	19.8535700569	29.7345795697	535.86273992
3e7	run95	299.832927055	19.965138996	29.8652016982	532.157335992
3e7	run96	299.868480308	19.7096890021	29.9120799921	532.887715642
3e7	run97	300.125772969	19.809276303	29.9207806261	533.097171229
3e7	run98	299.703671322	19.8617404729	29.8243316399	532.621822956
3e7	run99	299.857200547	19.8920256984	29.9816299512	534.213248053
3e7	run100	300.152539767	19.8310117399	30.0111779483	540.806180944
1e8	run51	299.898267082	19.7471584671	99.765463951	541.455612219
1e8	run52	300.027027915	19.8471533546	100.079713603	547.486033935
1e8	run53	299.557499705	19.9443161148	100.062013535	547.155267845
1e8	run54	300.160910548	19.806129173	100.00669008	548.380140475
1e8	run55	299.830248481	19.8417237869	100.024342946	542.902120332
1e8	run56	299.856658051	19.8244373751	99.7152199611	545.576570789
1e8	run57	299.575072933	19.81610192	99.7429145985	544.075354734
1e8	run58	299.801239293	19.8548812918	99.9316203185	545.306945284
1e8	run59	299.876053945	19.9687341395	99.9504842037	542.751272414
1e8	run60	299.811104108	19.7539969652	99.8394670874	544.333136783
1e8	run61	299.775409147	19.7765912916	99.8796749153	541.085536723
1e8	run62	299.89789827	19.8456231314	99.8223288726	540.404747977
1e8	run63	299.658702152	19.9706587138	99.929302219	541.261253612
1e8	run64	299.910476019	19.9023103264	99.8087231267	543.385613078
1e8	run65	299.876446055	19.8763093675	100.009671418	549.07648833
1e8	run66	300.175210144	19.9117385705	99.8523355888	546.142487167
1e8	run67	299.691467229	19.7832638959	99.7980425981	543.614487254
1e8	run68	299.927832238	19.7508640369	99.8035204521	541.881787461
1e8	run69	300.003550125	19.8946233326	99.8660770076	541.963436633
1e8	run70	299.495882112	19.810841221	99.9223798633	545.566463212
1e8	run71	299.998698226	19.6556297309	100.007360512	545.233077234
1e8	run72	300.172325239	19.8989810653	99.8581826694	544.352802087
1e8	run73	299.6296293	19.7745690832	99.9128454051	545.463622565
1e8	run74	299.657211991	19.9201147518	99.8251474148	544.947129525
1e8	run75	299.655864917	19.9617517353	99.8547408747	547.395007385
1e8	run76	299.318510074	19.7914635982	99.7359415951	545.302204845
1e8	run77	299.880712372	19.8371297921	99.577770619	541.601543888
1e8	run78	299.701849721	19.8746583858	99.8159990854	545.257382714
1e8	run79	299.864113655	19.83761688	99.8431638704	549.615683184
1e8	run80	300.028512846	19.827855604	99.7737908375	544.087128492
1e8	run81	299.619909652	19.7812279646	99.6541328527	547.079815954
1e8	run82	299.348215571	19.8187145778	99.7259472696	541.232388462
1e8	run83	299.714759392	19.8144387706	100.141508571	545.706636529
1e8	run84	299.734810532	19.8090543182	99.9730102213	547.123749705
1e8	run85	299.280305981	19.8725398145	99.8879097303	541.960314372
1e8	run86	300.392065608	20.0867923818	99.8621139335	546.132006102
1e8	run87	299.556192966	19.7408244544	100.148261677	544.569871676
1e8	run88	299.705155778	20.0341472052	99.9212044562	541.677185629
1e8	run89	299.503027388	19.7543882752	99.9123167481	546.87834885
1e8	run90	299.649362367	19.8865214241	99.8654963997	538.593300168
1e8	run91	299.723303387	19.7724343329	100.040565575	540.840479329
1e8	run92	299.505055424	19.7855689464	99.7516000941	543.352249131
1e8	run93	299.81142242	19.8618336065	99.8854749606	541.422564132
1e8	run94	299.506030119	19.8036727353	99.889207254	544.976180624
1e8	run95	299.580710206	19.992687806	99.9719472443	545.734595557
1e8	run96	299.747369246	19.8443085399	100.030791068	548.015094958
1e8	run97	300.067423656	19.9590894766	100.023398456	545.032477794
1e8	run98	299.746619065	19.832676124	99.9350040843	538.942642155
1e8	run99	299.563603149	19.8529899426	99.9847937406	546.072892638
1e8	run100	299.639823361	19.7615695192	99.8829530051	546.517240016
3e8	run1	299.765544301	19.9448783538	299.91885995	563.082220639
3e8	run2	300.01955071	19.8284060712	300.001071239	563.833131534
3e8	run3	299.865611941	19.8041328261	299.806833776	558.161879419
3e8	run4	299.530279619	19.8726993941	300.165428285	571.17277337
3e8	run5	299.753800916	19.9253468337	299.705278866	560.615654127
3e8	run6	299.609675129	19.8304446419	299.887140408	562.843568914
3e8	run7	300.014167947	19.7850607972	299.888825281	561.01125534
3e8	run8	299.978995782	19.8003234219	299.747673582	559.198823242
3e8	run9	299.557281692	19.8799366138	299.767875753	564.089835543
3e8	run10	300.029250542	19.8719585804	299.97637875	565.499620248
3e8	run11	299.950023031	19.8998923876	299.908858841	566.598637793
3e8	run12	299.621386931	19.8652584148	299.912615332	564.849370681
3e8	run13	299.586011888	19.7546792194	300.025569747	566.692418129
3e8	run14	299.809069022	20.010235388	299.940344181	567.139324195
3e8	run15	299.661909951	19.7866486734	299.844839769	563.799332083
3e8	run16	300.040200731	19.9160872961	299.907976772	564.605653195
3e8	run17	299.655872755	19.8128524475	299.906522423	567.867628078
3e8	run18	300.118519398	19.9700565398	299.931323717	561.957194034
3e8	run19	300.027203578	19.932408583	299.792134863	563.646406353
3e8	run20	299.719534106	19.9150366986	299.980448951	560.976196792
3e8	run21	299.430650896	19.9320100187	299.90471981	564.790266473
3e8	run22	299.585462541	19.8311008866	300.101672284	564.139509824
3e8	run23	299.580773781	19.9059140829	299.785576682	566.166062338
3e8	run24	299.683592267	19.7761516326	299.92015743	563.594867838
3e8	run25	299.897347571	19.9797414008	299.737562319	558.31157526
3e8	run26	299.875741085	19.7173105222	299.862709832	563.459319746
3e8	run27	300.039973915	19.7422332873	299.962685575	564.596121964
3e8	run28	299.616904385	19.8342771346	299.786182111	561.31157956
3e8	run29	299.890522016	19.857479583	299.879522861	559.866065098
3e8	run30	299.236546729	19.7924056982	299.898298281	564.594758988
3e8	run31	299.75139089	20.0056939435	299.927000547	563.367996991
3e8	run32	299.53979822	19.9479121716	299.962867645	559.940144686
3e8	run33	299.602050335	19.8273701855	299.910888943	562.360459902
3e8	run34	300.032202356	19.8122871017	299.928066003	564.773897783
3e8	run35	300.12291035	19.9133404559	299.648901619	561.010133499
3e8	run36	299.851367713	19.8160935985	299.810415052	569.140406811
3e8	run37	299.871181704	19.7352076813	299.930406427	564.804341546
3e8	run38	299.534024752	19.8716402353	299.830920106	559.944380351
3e8	run39	299.767345724	19.7699728623	299.896894067	568.216768655
3e8	run40	299.729850805	19.8284359783	299.821980017	561.5837837
3e8	run41	300.054995981	19.9429299215	299.820115754	560.454432599
3e8	run42	300.00916793	19.8504293217	299.853497403	563.179921116
3e8	run43	299.952525387	19.7385972707	299.935581407	561.590942165
3e8	run44	299.798502958	19.8585794084	299.968776142	565.716306652
3e8	run45	299.628234361	19.8642229986	300.068498465	565.847960791
