1e5	run1	362
1e5	run2	530
1e5	run3	627
1e5	run4	329
1e5	run5	4105
1e5	run6	309
1e5	run7	5519
1e5	run8	676
1e5	run9	919
1e5	run10	5567
1e5	run11	2581
1e5	run12	5867
1e5	run13	961
1e5	run14	2758
1e5	run15	1792
1e5	run16	355
1e5	run17	5400
1e5	run18	1056
1e5	run19	1153
1e5	run20	1606
1e5	run21	2532
1e5	run22	1693
1e5	run23	1532
1e5	run24	3042
1e5	run25	926
1e5	run26	3206
1e5	run27	4510
1e5	run28	141
1e5	run29	848
1e5	run30	1371
1e5	run31	442
1e5	run32	559
1e5	run33	396
1e5	run34	171
1e5	run35	6045
1e5	run36	2858
1e5	run37	3348
1e5	run38	961
1e5	run39	2387
1e5	run40	3777
1e5	run41	1678
1e5	run42	366
1e5	run43	177
1e5	run44	679
1e5	run45	2982
1e5	run46	730
1e5	run47	1377
1e5	run48	8398
1e5	run49	3571
1e5	run50	3241
1e5	run51	490
1e5	run52	163
1e5	run53	2254
1e5	run54	2093
1e5	run55	2017
1e5	run56	4079
1e5	run57	1387
1e5	run58	977
1e5	run59	3624
1e5	run60	153
1e5	run61	2750
1e5	run62	2963
1e5	run63	1475
1e5	run64	755
1e5	run65	185
1e5	run66	1835
1e5	run67	903
1e5	run68	929
1e5	run69	1699
1e5	run70	190
1e5	run71	681
1e5	run72	6126
1e5	run73	4085
1e5	run74	6060
1e5	run75	1506
1e5	run76	3667
1e5	run77	974
1e5	run78	1607
1e5	run79	905
1e5	run80	1608
1e5	run81	282
1e5	run82	6738
1e5	run83	1004
1e5	run84	1297
1e5	run85	7083
1e5	run86	512
1e5	run87	635
1e5	run88	877
1e5	run89	2298
1e5	run90	186
1e5	run91	9114
1e5	run92	3945
1e5	run93	1298
1e5	run94	2053
1e5	run95	1004
1e5	run96	479
1e5	run97	1023
1e5	run98	1648
1e5	run99	311
1e5	run100	456
3e5	run1	878
3e5	run2	589
3e5	run3	1292
3e5	run4	1020
3e5	run5	3197
3e5	run6	5696
3e5	run7	7970
3e5	run8	4553
3e5	run9	174
3e5	run10	618
3e5	run11	193
3e5	run12	1095
3e5	run13	484
3e5	run14	1680
3e5	run15	759
3e5	run16	2615
3e5	run17	297
3e5	run18	2811
3e5	run19	1509
3e5	run20	438
3e5	run21	1874
3e5	run22	1474
3e5	run23	9821
3e5	run24	379
3e5	run25	669
3e5	run26	885
3e5	run27	3679
3e5	run28	704
3e5	run29	469
3e5	run30	964
3e5	run31	104
3e5	run32	1142
3e5	run33	1304
3e5	run34	4611
3e5	run35	505
3e5	run36	104
3e5	run37	264
3e5	run38	706
3e5	run39	1043
3e5	run40	510
3e5	run41	2595
3e5	run42	1731
3e5	run43	454
3e5	run44	3043
3e5	run45	3222
3e5	run46	134
3e5	run47	796
3e5	run48	3218
3e5	run49	10739
3e5	run50	2465
3e5	run51	3186
3e5	run52	913
3e5	run53	907
3e5	run54	6406
3e5	run55	3303
3e5	run56	2235
3e5	run57	1074
3e5	run58	1866
3e5	run59	1288
3e5	run60	130
3e5	run61	2481
3e5	run62	2378
3e5	run63	2478
3e5	run64	6688
3e5	run65	4907
3e5	run66	1704
3e5	run67	336
3e5	run68	1662
3e5	run69	174
3e5	run70	2489
3e5	run71	279
3e5	run72	825
3e5	run73	1393
3e5	run74	2996
3e5	run75	131
3e5	run76	888
3e5	run77	1703
3e5	run78	328
3e5	run79	4302
3e5	run80	457
3e5	run81	1010
3e5	run82	2120
3e5	run83	2760
3e5	run84	798
3e5	run85	2069
3e5	run86	468
3e5	run87	1461
3e5	run88	2857
3e5	run89	1293
3e5	run90	2732
3e5	run91	4027
3e5	run92	1300
3e5	run93	301
3e5	run94	3683
