1:	10ps	Berendsen	1e5	19.4990802757	6.51820446068	6.44320696782	90.0004239624	89.9963971306	96.413536188	813.798041065
2:	10ps	Berendsen	1e5	19.4987730847	6.5182004254	6.44275881582	90.022214508	89.9952514901	96.4153122679	813.724272355
3:	10ps	Berendsen	1e5	19.4968635271	6.51830332462	6.44006941654	90.0018865936	89.9992344431	96.4232348699	813.305594288
4:	10ps	Berendsen	1e5	19.4988968384	6.51799766947	6.44384720881	89.9997971736	89.999435639	96.4200960178	813.834179555
5:	10ps	Berendsen	1e5	19.4977079876	6.51854128944	6.44377489118	90.0011792977	89.9994227544	96.4094502606	813.859546821
6:	10ps	Berendsen	1e5	19.4958316302	6.51864778534	6.44121307053	90.0078389968	89.9961119826	96.4082399672	813.473655514
7:	10ps	Berendsen	1e5	19.4962741241	6.51851993994	6.44109016895	89.9999959746	89.9984294321	96.4015832241	813.469750176
8:	10ps	Berendsen	1e5	19.4979224938	6.51823451276	6.44459468791	90.0023840542	89.99703499	96.4155642667	813.92423017
9:	10ps	Berendsen	1e5	19.4981231188	6.51811400925	6.44087100256	89.9997214784	90.0013175844	96.4327537628	813.419946714
10:	10ps	Berendsen	1e5	19.4971180101	6.51839920328	6.44193681144	90.0139073922	89.9955380297	96.4168538665	813.573828051
GEM:	10ps	Berendsen	1e5	19.4976591091	6.51831626202	6.44233630416	90.0049349432	89.9978173476	96.4156624691	813.638304471

